Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,hdop,gpgga_read
1727909866.283321,281,1727992532,0,GPS1_Frame,42.32971666666667,71.10503999999999,69.5,326564.7533007746,4688531.289274021,19,T,1.0,"$GPGGA,225746.000,4219.7830,N,07106.3024,W,1,09,1.0,69.5,M,-33.8,M,,0000*5E
"
1727909867.286631,282,1727992534,0,GPS1_Frame,42.32971666666667,71.10503999999999,69.5,326564.7533007746,4688531.289274021,19,T,1.0,"$GPGGA,225747.000,4219.7830,N,07106.3024,W,1,09,1.0,69.5,M,-33.8,M,,0000*5F
"
1727909868.28441,283,1727992536,0,GPS1_Frame,42.32971666666667,71.10504166666666,69.5,326564.6159774625,4688531.292673008,19,T,1.0,"$GPGGA,225748.000,4219.7830,N,07106.3025,W,1,09,1.0,69.5,M,-33.8,M,,0000*51
"
1727909869.3162677,284,1727992538,0,GPS1_Frame,42.329715,71.10504333333333,69.5,326564.4740733365,4688531.111001395,19,T,1.0,"$GPGGA,225749.000,4219.7829,N,07106.3026,W,1,09,1.0,69.5,M,-33.8,M,,0000*5B
"
1727909870.2874558,285,1727992540,0,GPS1_Frame,42.32971666666667,71.105045,69.4,326564.34133084246,4688531.299470987,19,T,1.0,"$GPGGA,225750.000,4219.7830,N,07106.3027,W,1,09,1.0,69.4,M,-33.8,M,,0000*5B
"
1727909871.2850192,286,1727992542,0,GPS1_Frame,42.329718333333325,71.10504666666667,69.5,326564.2085883558,4688531.4879405815,19,T,1.0,"$GPGGA,225751.000,4219.7831,N,07106.3028,W,1,09,1.0,69.5,M,-33.8,M,,0000*55
"
1727909872.284983,287,1727992544,0,GPS1_Frame,42.32971666666667,71.10505166666667,69.7,326563.79203759815,4688531.313066979,19,T,1.0,"$GPGGA,225752.000,4219.7830,N,07106.3031,W,1,09,1.0,69.7,M,-33.8,M,,0000*5D
"
1727909873.316881,288,1727992546,0,GPS1_Frame,42.329718333333325,71.10505166666667,69.7,326563.7966184345,4688531.498137579,19,T,1.0,"$GPGGA,225753.000,4219.7831,N,07106.3031,W,1,09,1.0,69.7,M,-33.8,M,,0000*5D
"
1727909874.2898052,289,1727992548,0,GPS1_Frame,42.329718333333325,71.10505166666667,69.7,326563.7966184345,4688531.498137579,19,T,1.0,"$GPGGA,225754.000,4219.7831,N,07106.3031,W,1,09,1.0,69.7,M,-33.8,M,,0000*5A
"
1727909875.2873244,290,1727992550,0,GPS1_Frame,42.329721666666664,71.10505166666667,69.6,326563.8057801076,4688531.868278783,19,T,1.0,"$GPGGA,225755.000,4219.7833,N,07106.3031,W,1,09,1.0,69.6,M,-33.8,M,,0000*58
"
1727909876.286638,291,1727992552,0,GPS1_Frame,42.329728333333335,71.10505666666667,69.3,326563.41213359963,4688532.618758211,19,T,1.0,"$GPGGA,225756.000,4219.7837,N,07106.3034,W,1,09,1.0,69.3,M,-33.8,M,,0000*5F
"
1727909877.287995,292,1727992554,0,GPS1_Frame,42.329735,71.105065,69.0,326562.7438406384,4688533.376035707,19,T,1.0,"$GPGGA,225757.000,4219.7841,N,07106.3039,W,1,09,1.0,69.0,M,-33.8,M,,0000*51
"
1727909878.2849298,293,1727992556,0,GPS1_Frame,42.329739999999994,71.10507666666668,69.0,326561.7963204157,4688533.955040755,19,T,1.2,"$GPGGA,225758.000,4219.7844,N,07106.3046,W,1,08,1.2,69.0,M,-33.8,M,,0000*50
"
1727909879.287654,294,1727992558,0,GPS1_Frame,42.32974333333333,71.10509,69.0,326560.7068961795,4688534.352374397,19,T,1.0,"$GPGGA,225759.000,4219.7846,N,07106.3054,W,1,09,1.0,69.0,M,-33.8,M,,0000*53
"
1727909880.2803857,295,1727992560,0,GPS1_Frame,42.329745,71.10510166666667,68.9,326559.7502143544,4688534.561238526,19,T,1.1,"$GPGGA,225800.000,4219.7847,N,07106.3061,W,1,07,1.1,68.9,M,-33.8,M,,0000*50
"
1727909881.2837117,296,1727992562,0,GPS1_Frame,42.32975,71.105115,69.0,326558.66537128633,4688535.143643096,19,T,1.1,"$GPGGA,225801.000,4219.7850,N,07106.3069,W,1,07,1.1,69.0,M,-33.8,M,,0000*57
"
1727909882.285587,297,1727992564,0,GPS1_Frame,42.329753333333336,71.10512833333334,69.1,326557.57594738854,4688535.540977239,19,T,1.1,"$GPGGA,225802.000,4219.7852,N,07106.3077,W,1,08,1.1,69.1,M,-33.8,M,,0000*57
"
1727909883.2830882,298,1727992566,0,GPS1_Frame,42.32975666666666,71.10514166666667,69.1,326556.4865236065,4688535.93831155,19,T,1.1,"$GPGGA,225803.000,4219.7854,N,07106.3085,W,1,08,1.1,69.1,M,-33.8,M,,0000*5D
"
1727909884.28457,299,1727992568,0,GPS1_Frame,42.32975833333333,71.105155,69.2,326555.3925188754,4688536.150575435,19,T,1.1,"$GPGGA,225804.000,4219.7855,N,07106.3093,W,1,08,1.1,69.2,M,-33.8,M,,0000*5F
"
1727909885.2869966,300,1727992570,0,GPS1_Frame,42.32976,71.10516666666668,69.2,326554.4358374161,4688536.359440302,19,T,1.1,"$GPGGA,225805.000,4219.7856,N,07106.3100,W,1,08,1.1,69.2,M,-33.8,M,,0000*56
"
1727909886.2871995,301,1727992572,0,GPS1_Frame,42.329763333333325,71.10518,69.5,326553.34641391796,4688536.756775112,19,T,1.0,"$GPGGA,225806.000,4219.7858,N,07106.3108,W,1,09,1.0,69.5,M,-33.8,M,,0000*54
"
1727909887.3165956,302,1727992574,0,GPS1_Frame,42.329766666666664,71.10519166666667,69.6,326552.3943137361,4688537.150710866,19,T,1.0,"$GPGGA,225807.000,4219.7860,N,07106.3115,W,1,09,1.0,69.6,M,-33.8,M,,0000*51
"
1727909888.2875755,303,1727992576,0,GPS1_Frame,42.329771666666666,71.10520333333334,69.7,326551.44679482724,4688537.729717356,19,T,1.0,"$GPGGA,225808.000,4219.7863,N,07106.3122,W,1,09,1.0,69.7,M,-33.8,M,,0000*58
"
1727909889.2867093,304,1727992578,0,GPS1_Frame,42.329773333333335,71.105215,69.6,326550.490113677,4688537.938582771,19,T,1.0,"$GPGGA,225809.000,4219.7864,N,07106.3129,W,1,09,1.0,69.6,M,-33.8,M,,0000*54
"
1727909890.2897599,305,1727992580,0,GPS1_Frame,42.329775000000005,71.10522833333333,69.6,326549.39610939263,4688538.150847607,19,T,1.0,"$GPGGA,225810.000,4219.7865,N,07106.3137,W,1,09,1.0,69.6,M,-33.8,M,,0000*52
"
1727909891.2861598,306,1727992582,0,GPS1_Frame,42.32978,71.10524166666667,69.6,326548.31126767676,4688538.7332538245,19,T,1.0,"$GPGGA,225811.000,4219.7868,N,07106.3145,W,1,09,1.0,69.6,M,-33.8,M,,0000*5B
"
1727909892.3164907,307,1727992584,0,GPS1_Frame,42.32978333333334,71.10525333333334,69.7,326547.359168017,4688539.127190279,19,T,1.0,"$GPGGA,225812.000,4219.7870,N,07106.3152,W,1,09,1.0,69.7,M,-33.8,M,,0000*56
"
1727909893.283819,308,1727992586,0,GPS1_Frame,42.32978833333333,71.10526499999999,69.8,326546.411649766,4688539.706197471,19,T,1.1,"$GPGGA,225813.000,4219.7873,N,07106.3159,W,1,08,1.1,69.8,M,-33.8,M,,0000*50
"
1727909894.3169904,309,1727992588,0,GPS1_Frame,42.32979333333333,71.10527833333335,69.8,326545.3268085212,4688540.288604165,19,T,1.0,"$GPGGA,225814.000,4219.7876,N,07106.3167,W,1,09,1.0,69.8,M,-33.8,M,,0000*5F
"
1727909895.2872736,310,1727992590,0,GPS1_Frame,42.329798333333336,71.10529,69.9,326544.3792905895,4688540.867611644,19,T,1.0,"$GPGGA,225815.000,4219.7879,N,07106.3174,W,1,09,1.0,69.9,M,-33.8,M,,0000*52
"
1727909896.287698,311,1727992592,0,GPS1_Frame,42.32980333333333,71.10530333333332,70.0,326543.2944496854,4688541.450018664,19,T,1.0,"$GPGGA,225816.000,4219.7882,N,07106.3182,W,1,09,1.0,70.0,M,-33.8,M,,0000*5D
"
1727909897.2883122,312,1727992594,0,GPS1_Frame,42.329808333333325,71.10531666666667,70.1,326542.20960895385,4688542.032425858,19,T,1.0,"$GPGGA,225817.000,4219.7885,N,07106.3190,W,1,09,1.0,70.1,M,-33.8,M,,0000*59
"
1727909898.2872818,313,1727992596,0,GPS1_Frame,42.329811666666664,71.10533000000001,70.4,326541.120186946,4688542.4297626205,19,T,1.0,"$GPGGA,225818.000,4219.7887,N,07106.3198,W,1,09,1.0,70.4,M,-33.8,M,,0000*59
"
1727909899.2884357,314,1727992598,0,GPS1_Frame,42.32981499999999,71.10534333333334,70.6,326540.03076505824,4688542.827099555,19,T,1.0,"$GPGGA,225819.000,4219.7889,N,07106.3206,W,1,09,1.0,70.6,M,-33.8,M,,0000*50
"
1727909900.28869,315,1727992600,0,GPS1_Frame,42.329816666666666,71.10535333333334,70.7,326539.2114079642,4688543.032567068,19,T,1.0,"$GPGGA,225820.000,4219.7890,N,07106.3212,W,1,09,1.0,70.7,M,-33.8,M,,0000*56
"
